PM2.5,PM10,Temperature,Humidity,CO,NO2,AQI
185.78,331.86,23.52,72.23,5.44,104.53,358.0
177.62,236.4,27.89,63.7,3.3,11.43,271.0
108.57,230.14,18.54,72.46,4.84,49.95,224.0
89.9,111.52,26.21,36.93,5.17,36.47,142.0
102.42,238.76,34.63,31.54,4.07,33.38,213.0
69.75,96.27,25.37,76.72,9.31,111.99,184.0
55.31,75.52,33.55,37.39,7.46,43.54,120.0
123.34,176.18,23.15,70.48,2.49,76.46,211.0
70.79,173.32,34.98,71.16,5.9,44.58,191.0
75.43,158.48,26.58,65.44,6.92,91.23,208.0
165.91,371.92,15.85,36.56,1.49,110.88,275.0
242.29,416.0,26.74,63.37,3.65,56.35,411.0
152.89,250.31,20.49,74.45,9.06,94.42,315.0
23.86,35.91,15.65,51.28,5.72,125.48,61.0
23.52,42.92,31.42,50.68,2.25,23.19,65.0
238.1,456.53,20.51,52.14,1.32,109.49,381.0
77.84,157.33,30.93,34.11,5.23,55.24,162.0
27.56,42.28,20.76,74.6,5.52,27.17,58.0
151.77,369.28,18.89,73.46,3.41,86.39,306.0
157.79,224.18,34.48,79.9,6.34,41.68,327.0
163.88,402.39,22.23,59.26,0.78,124.99,320.0
70.51,85.98,27.03,67.56,1.54,16.01,104.0
8.7,15.89,27.2,40.13,5.51,23.81,58.0
241.43,394.34,26.21,63.38,0.71,82.94,423.0
66.47,118.57,33.29,62.49,8.82,92.45,197.0
170.63,331.33,28.49,75.06,1.51,112.18,337.0
178.12,314.61,23.07,71.54,6.77,46.3,356.0
154.45,268.64,32.25,76.92,3.97,127.85,321.0
81.66,175.78,18.62,73.44,4.06,143.44,190.0
71.42,149.38,25.88,73.43,7.67,79.87,194.0
151.43,345.75,34.01,33.19,5.04,116.47,327.0
217.19,331.21,27.51,72.3,7.28,83.48,419.0
236.95,472.1,31.34,60.37,5.1,19.73,452.0
30.95,60.68,28.07,49.02,5.97,55.66,83.0
42.93,72.16,31.79,32.83,7.63,22.25,113.0
236.46,433.17,33.89,63.88,6.11,148.44,487.0
185.45,298.19,20.46,46.41,6.19,42.06,290.0
221.33,306.41,18.39,53.39,7.91,99.03,327.0
54.64,80.76,24.68,64.09,9.5,49.81,148.0
148.96,199.18,29.04,75.59,3.83,101.45,285.0
176.78,369.11,19.54,71.27,5.81,39.46,329.0
171.63,353.37,15.08,52.53,0.95,119.94,291.0
105.0,255.75,21.86,49.39,3.65,25.51,208.0
8.77,18.85,34.38,41.99,4.18,135.32,73.0
147.82,187.38,28.9,48.62,8.37,127.66,265.0
67.01,157.44,23.03,35.55,5.18,105.03,150.0
115.31,267.69,18.85,78.56,7.34,19.44,258.0
239.61,425.62,22.12,58.7,0.29,39.2,375.0
102.76,201.58,18.4,36.39,4.7,130.31,187.0
210.75,520.32,17.13,47.64,9.02,27.08,402.0
51.19,96.86,33.13,57.35,2.32,31.83,120.0
169.75,403.49,34.95,56.64,0.41,86.16,348.0
244.37,319.62,18.28,31.78,4.39,48.38,311.0
29.96,43.4,16.09,77.54,7.07,41.09,100.0
7.04,12.48,21.59,43.77,4.6,90.61,47.0
111.23,218.03,24.23,30.81,4.65,62.16,195.0
27.69,62.62,19.1,33.82,6.73,29.68,80.0
188.35,468.01,21.03,59.01,2.62,84.88,361.0
229.06,390.67,19.02,36.89,7.54,64.18,339.0
111.34,140.46,30.49,32.09,1.62,112.83,176.0
68.38,153.29,29.25,48.98,4.02,24.39,141.0
111.43,221.26,27.7,61.14,6.59,96.89,259.0
182.24,265.73,22.74,35.59,8.3,71.11,292.0
7.22,13.31,33.18,45.67,7.94,66.85,79.0
149.42,323.49,34.39,50.89,7.24,42.52,342.0
155.26,341.8,18.47,37.97,3.66,14.26,247.0
161.23,298.2,19.46,55.3,1.31,128.68,274.0
64.3,102.67,25.51,34.26,2.25,55.7,110.0
179.94,443.72,16.83,32.33,8.66,105.35,322.0
27.39,56.49,23.73,55.99,8.59,142.66,123.0
53.82,93.15,26.64,42.39,9.52,89.1,125.0
219.98,344.18,25.44,34.77,0.85,65.6,309.0
185.99,399.95,21.62,51.2,5.41,47.56,322.0
8.37,12.68,25.85,75.76,6.52,140.77,73.0
65.85,93.72,34.18,66.21,7.14,105.49,181.0
57.53,108.66,19.12,70.78,6.47,103.14,146.0
71.35,112.51,28.1,73.6,7.72,69.66,185.0
65.65,132.46,15.87,78.63,3.66,128.31,153.0
20.32,27.5,16.33,68.16,1.88,109.91,69.0
117.44,240.92,26.04,60.42,2.13,49.65,222.0
184.52,289.38,17.1,48.27,0.22,93.94,239.0
153.65,184.43,15.45,39.08,3.57,70.23,198.0
169.85,231.85,18.43,64.33,1.01,10.92,214.0
24.88,60.06,26.3,79.75,3.28,123.07,84.0
238.12,554.23,29.07,53.37,6.32,27.2,467.0
210.43,316.42,19.05,66.18,8.96,81.39,352.0
202.25,447.35,28.37,54.75,8.41,57.07,412.0
206.63,411.43,18.65,51.6,2.6,57.89,324.0
233.51,574.95,27.27,50.52,1.43,76.83,436.0
138.34,233.2,23.24,55.23,2.01,149.58,261.0
54.07,112.78,28.08,48.34,9.71,67.17,147.0
156.11,200.23,34.9,67.44,5.54,35.53,264.0
187.01,320.74,33.76,73.71,1.91,95.9,369.0
185.79,455.74,15.09,74.14,8.42,43.08,374.0
132.76,252.32,32.71,41.38,4.01,24.78,230.0
21.77,34.28,16.33,74.8,9.0,17.02,89.0
95.92,130.1,34.06,47.08,2.68,13.2,151.0
230.59,487.6,20.64,45.47,3.99,70.36,375.0
148.19,302.06,22.64,66.34,5.1,69.74,299.0
136.89,230.82,16.83,45.23,8.94,35.98,239.0
70.87,172.65,17.25,32.65,8.7,119.76,168.0
95.27,117.07,29.53,48.68,5.79,28.1,139.0
224.36,357.82,33.89,66.07,2.3,138.14,414.0
168.28,403.44,27.21,46.35,4.09,92.26,337.0
197.91,320.06,29.32,61.48,9.76,13.87,370.0
116.31,177.72,30.24,63.01,6.12,144.82,247.0
159.41,302.0,20.26,66.69,7.83,53.11,298.0
65.85,149.55,15.9,74.86,4.55,73.0,139.0
177.84,237.25,15.04,51.63,5.37,49.8,269.0
109.76,266.28,22.01,38.32,4.35,111.98,218.0
113.42,253.34,19.83,45.95,7.06,78.0,232.0
164.08,235.56,16.25,51.61,8.53,28.53,252.0
234.39,498.22,18.59,65.69,5.12,24.59,422.0
20.68,35.17,17.49,30.66,4.86,111.55,64.0
207.06,356.76,33.3,45.79,3.47,43.19,343.0
76.63,170.0,17.81,68.99,1.85,29.29,132.0
113.76,278.9,25.75,63.54,9.4,79.92,290.0
10.37,14.15,26.86,66.59,3.23,122.39,62.0
78.76,137.57,25.87,70.59,8.03,49.03,196.0
128.14,233.89,16.98,69.16,7.18,48.7,251.0
18.76,31.69,21.38,64.11,7.93,126.74,88.0
125.32,209.55,16.03,51.98,9.37,30.7,229.0
232.14,294.34,22.91,79.18,6.27,96.34,405.0
30.82,64.45,18.77,58.45,8.99,143.7,128.0
192.29,339.79,26.23,40.14,1.76,127.78,334.0
105.37,153.13,28.86,44.64,6.3,18.65,203.0
165.52,374.21,25.64,64.68,7.75,54.79,365.0
68.76,154.25,23.68,76.24,2.79,29.93,158.0
44.08,80.76,22.75,38.94,7.43,142.89,134.0
44.31,70.37,31.83,34.12,7.81,148.03,124.0
22.27,45.2,19.39,74.08,8.33,42.9,85.0
50.48,79.49,29.68,75.76,3.2,103.76,135.0
167.73,252.74,30.15,43.82,6.85,127.83,292.0
221.01,475.11,23.38,48.86,3.11,42.72,388.0
204.46,256.07,20.95,63.01,7.42,36.28,319.0
172.86,228.73,24.41,46.5,4.68,11.57,241.0
32.06,38.75,16.86,73.86,6.02,67.67,87.0
75.85,106.1,15.92,35.38,4.22,135.92,141.0
80.9,104.34,17.23,31.9,1.7,136.42,120.0
66.24,165.24,18.74,40.42,1.86,27.88,120.0
131.18,206.66,25.08,44.3,0.87,38.61,197.0
136.21,189.88,31.98,35.65,6.22,67.13,232.0
92.44,139.88,19.71,33.28,8.5,119.29,167.0
91.68,221.58,33.7,67.78,0.31,95.66,220.0
208.0,390.24,34.1,38.21,0.76,81.94,341.0
198.38,332.13,34.18,75.7,4.63,92.87,403.0
80.41,187.79,31.75,48.4,7.4,23.47,185.0
228.88,392.18,22.28,63.53,1.66,76.87,382.0
238.44,389.97,16.45,41.27,2.79,148.89,343.0
85.05,124.98,26.38,42.02,2.4,22.38,130.0
91.83,155.3,26.17,58.74,4.05,82.69,189.0
128.88,207.72,32.0,58.03,2.33,51.39,235.0
235.57,490.11,34.92,68.44,3.59,85.59,500.0
219.7,346.34,25.16,67.89,7.31,90.33,392.0
30.13,58.76,21.9,63.53,6.15,90.85,92.0
101.22,130.13,18.72,52.46,0.9,129.31,140.0
140.58,203.65,15.1,74.53,6.41,64.56,243.0
128.27,221.85,25.18,61.13,4.82,82.29,237.0
52.5,126.94,26.11,79.51,9.35,11.53,160.0
215.41,364.14,31.5,70.97,2.96,120.54,419.0
170.85,352.52,25.09,32.22,7.29,46.33,305.0
210.29,322.08,33.33,46.03,7.34,124.32,390.0
215.4,294.05,27.56,58.59,2.29,47.19,332.0
188.35,240.35,31.81,66.07,9.04,11.51,352.0
112.61,179.84,17.97,57.52,4.96,31.68,166.0
154.58,217.18,32.11,69.31,6.82,148.0,341.0
44.29,63.17,28.5,44.13,1.54,54.77,87.0
170.04,372.22,18.4,39.2,2.65,25.24,269.0
48.92,59.71,18.8,32.7,5.9,26.63,75.0
175.02,336.94,33.53,58.67,3.26,53.45,337.0
61.25,103.72,15.64,64.43,5.05,15.27,122.0
33.8,62.82,24.25,46.31,3.8,81.61,92.0
45.49,87.88,21.27,60.68,6.44,39.92,120.0
5.49,8.82,28.3,32.61,4.92,82.7,39.0
181.09,286.78,31.79,34.96,0.15,29.71,254.0
184.44,397.17,22.21,65.09,6.53,70.18,371.0
131.16,305.95,23.54,48.4,4.28,93.71,269.0
44.53,64.59,34.64,63.57,3.48,18.68,97.0
25.47,33.8,30.68,71.59,1.03,65.82,76.0
9.69,22.93,32.94,72.63,2.28,52.35,47.0
45.61,75.48,23.78,38.61,2.32,43.65,81.0
223.26,427.92,19.68,54.31,9.36,94.63,409.0
64.18,107.01,23.24,66.7,4.38,92.4,155.0
91.8,125.17,29.32,68.7,0.52,98.3,153.0
30.81,60.58,17.19,69.23,1.47,32.24,52.0
59.48,111.98,20.41,41.41,0.88,50.0,94.0
132.21,193.54,15.93,39.63,5.93,39.36,222.0
153.9,275.08,23.65,59.5,1.95,85.67,266.0
65.11,145.59,31.55,67.05,5.04,74.55,173.0
19.14,37.67,15.49,45.96,3.76,56.24,60.0
100.8,133.66,28.51,35.24,8.06,120.04,200.0
62.38,119.3,33.65,65.84,3.27,23.16,141.0
58.79,124.26,19.74,44.98,4.64,146.49,149.0
240.17,535.69,28.87,38.32,7.24,26.32,426.0
155.99,314.77,34.5,37.39,4.39,118.23,296.0
141.44,197.79,34.25,45.75,7.95,61.55,273.0
106.86,226.9,19.7,59.63,6.65,131.14,234.0
110.09,229.05,17.01,47.92,4.16,20.38,174.0
137.52,169.39,17.97,31.03,5.09,62.46,168.0
175.63,304.76,29.04,34.85,9.68,56.96,302.0
177.03,289.05,29.52,44.53,6.65,149.04,326.0
47.07,97.44,28.48,62.99,9.06,147.98,172.0
127.53,188.87,21.72,34.93,1.87,36.57,170.0
105.93,208.48,18.4,58.03,4.88,98.19,210.0
218.28,521.07,26.62,35.99,9.1,84.97,417.0
159.7,357.27,24.67,40.58,3.29,31.61,291.0
135.46,324.83,29.58,38.61,9.68,33.49,315.0
33.27,82.25,23.83,33.36,1.06,148.5,82.0
153.38,186.19,21.77,63.57,9.04,73.38,270.0
33.71,67.75,20.87,53.17,4.51,27.61,84.0
87.62,152.16,19.23,71.55,0.83,40.07,151.0
40.0,92.7,20.31,34.94,8.81,47.57,115.0
174.56,266.61,16.9,37.24,2.59,81.53,242.0
55.53,137.46,21.94,45.32,0.32,56.98,102.0
101.01,201.79,15.73,68.29,1.44,73.7,195.0
224.44,500.86,18.73,45.29,6.63,33.31,386.0
55.06,72.2,29.94,50.42,9.78,55.74,136.0
129.41,186.16,21.51,45.08,1.2,19.84,201.0
107.72,235.47,28.36,34.01,4.67,134.56,218.0
9.44,11.6,29.34,76.97,1.89,37.83,37.0
199.23,450.64,26.62,57.43,7.48,115.97,424.0
21.92,26.7,34.17,69.39,1.27,58.94,54.0
121.19,248.96,15.43,62.92,2.47,76.42,220.0
142.37,238.41,29.77,55.71,2.04,50.78,239.0
158.96,317.13,34.18,34.48,5.57,107.5,311.0
173.71,365.64,32.25,62.14,8.74,128.24,386.0
67.05,110.31,18.36,37.77,5.16,50.08,104.0
7.44,9.98,21.54,50.72,0.68,43.91,40.0
182.24,235.19,18.45,61.46,5.68,105.4,273.0
136.24,267.79,27.03,69.11,8.0,37.32,275.0
209.85,393.86,29.24,64.25,1.41,99.58,381.0
206.24,446.48,21.34,63.58,0.82,23.22,380.0
211.61,394.17,25.79,37.45,1.96,96.82,318.0
123.85,216.63,28.82,47.31,7.49,81.88,236.0
86.74,148.98,23.43,32.15,5.96,25.95,132.0
198.93,245.56,32.08,65.97,5.45,100.87,350.0
115.57,189.09,30.43,77.63,2.57,72.52,230.0
49.94,123.3,16.29,43.21,3.39,40.4,96.0
214.47,500.92,27.42,34.38,9.66,59.47,427.0
221.23,360.2,19.71,53.78,2.48,78.89,325.0
119.25,234.21,26.15,72.83,9.03,22.82,268.0
23.55,54.19,34.14,57.6,5.85,144.07,115.0
100.02,177.4,32.58,32.34,1.32,103.18,165.0
201.87,246.95,23.09,78.71,4.73,24.35,329.0
225.93,293.01,20.83,71.43,9.49,125.2,389.0
54.85,102.22,19.69,36.58,4.24,55.16,107.0
21.41,52.67,25.65,76.09,8.65,93.55,113.0
219.95,462.15,17.28,52.53,2.64,48.8,338.0
100.4,129.74,25.99,48.59,5.75,112.68,197.0
137.73,199.18,15.03,53.05,8.45,111.22,253.0
242.18,533.45,21.48,71.73,9.21,87.29,500.0
21.31,48.88,19.4,62.97,4.91,43.73,61.0
163.84,328.17,34.42,32.96,6.43,45.52,319.0
23.16,47.19,29.54,77.88,0.13,63.6,79.0
96.99,119.96,21.99,37.39,2.61,30.3,130.0
201.93,459.82,16.86,67.28,2.86,57.27,368.0
111.2,247.39,25.34,61.81,1.03,105.81,227.0
249.31,383.13,19.27,39.38,2.87,126.32,333.0
141.97,301.16,25.73,38.54,3.28,56.56,246.0
83.68,123.8,31.71,73.52,9.69,42.7,224.0
58.93,73.8,27.32,50.98,6.72,126.57,138.0
90.88,132.82,27.68,62.73,4.32,134.7,180.0
96.27,137.88,25.82,55.2,9.88,67.4,207.0
21.83,35.79,33.55,66.37,1.62,13.77,43.0
95.55,166.63,33.64,53.96,4.81,107.29,208.0
118.74,220.98,25.25,44.37,6.51,119.76,221.0
182.07,331.33,21.12,48.17,0.65,12.52,260.0
165.9,257.45,24.19,72.95,7.2,93.3,328.0
178.65,221.15,18.73,53.4,1.09,92.37,245.0
7.05,14.0,27.73,40.67,1.49,63.02,23.0
58.33,100.0,25.0,76.73,1.68,114.97,135.0
167.11,265.42,17.07,69.83,9.3,69.95,298.0
123.58,287.57,18.95,32.78,6.86,104.75,223.0
6.3,13.68,24.59,79.95,6.59,82.4,80.0
202.1,467.88,32.75,64.75,5.6,44.79,454.0
194.34,358.26,26.33,38.01,3.0,94.91,317.0
139.36,190.96,28.63,41.86,6.25,113.17,242.0
21.28,44.8,21.78,64.62,4.16,146.35,88.0
192.8,283.0,26.43,68.99,1.54,63.22,324.0
148.01,262.51,23.95,41.95,6.93,19.03,241.0
196.58,252.51,28.18,42.85,1.38,148.32,302.0
189.18,429.98,16.01,45.36,1.99,97.33,317.0
201.74,275.11,24.87,59.9,8.2,142.5,355.0
131.91,313.16,20.92,38.59,6.64,24.54,238.0
39.38,91.5,21.52,35.21,6.35,57.88,108.0
169.43,305.65,34.22,63.94,4.24,28.75,331.0
157.02,340.36,18.65,68.95,4.02,126.97,308.0
186.85,374.69,21.22,55.05,6.93,133.25,352.0
46.62,104.62,25.2,48.19,7.43,80.18,139.0
52.77,92.94,32.26,51.6,5.15,36.12,105.0
223.15,495.74,23.33,49.42,9.7,27.8,419.0
188.74,339.97,29.88,78.0,9.56,92.34,433.0
227.52,551.33,32.13,68.4,4.18,80.89,500.0
190.89,349.76,21.2,40.4,8.22,107.27,328.0
151.3,272.56,22.86,49.21,5.48,52.73,272.0
165.26,366.98,22.13,57.2,5.17,66.33,329.0
222.84,505.4,31.66,60.65,0.64,12.99,429.0
146.81,281.99,15.89,53.41,5.78,95.42,256.0
159.94,229.31,21.17,70.51,9.02,69.24,304.0
43.34,78.36,28.59,68.38,7.82,138.77,160.0
121.11,297.75,26.31,55.26,7.88,99.85,285.0
180.52,393.33,23.73,72.72,1.68,65.82,355.0
71.38,160.93,25.8,67.55,3.65,46.9,166.0
54.55,67.79,18.95,68.93,2.41,136.74,127.0
81.89,148.07,23.61,77.82,3.23,12.28,172.0
64.17,130.94,25.03,43.32,5.84,55.77,146.0
57.65,131.39,33.02,43.38,3.71,142.09,141.0
109.09,137.89,20.22,74.45,5.65,101.56,201.0
227.42,524.93,32.36,68.61,4.44,84.58,500.0
129.23,247.21,27.88,76.33,2.94,38.49,276.0
51.04,74.34,15.41,33.16,1.04,126.67,81.0
23.86,38.47,29.49,61.39,8.93,38.59,108.0
175.56,275.01,15.71,37.23,0.21,44.76,215.0
98.79,186.72,34.95,55.19,0.12,36.86,177.0
206.35,261.48,32.45,37.79,8.29,32.14,325.0
166.58,234.23,20.95,36.4,9.97,143.46,289.0
200.08,451.48,20.15,30.61,7.3,94.28,338.0
71.63,98.3,22.63,61.51,0.25,99.3,96.0
174.63,262.54,22.12,47.95,2.34,143.61,258.0
69.7,124.71,22.45,35.26,9.72,42.28,150.0
235.07,440.11,21.37,46.14,8.11,10.83,370.0
160.91,352.83,27.42,38.45,5.71,93.84,297.0
84.51,150.55,18.29,77.08,2.44,81.1,166.0
71.03,158.17,31.92,46.0,0.24,76.87,119.0
51.78,103.75,31.25,46.7,0.31,18.66,88.0
175.19,235.98,24.53,71.99,6.16,73.62,298.0
58.59,82.21,32.05,62.39,0.32,50.26,89.0
150.85,266.72,19.94,65.51,9.94,48.44,285.0
69.84,119.83,15.35,61.8,1.92,41.13,106.0
167.18,362.22,27.38,77.31,7.14,56.55,384.0
204.66,400.1,24.16,40.35,1.64,59.44,336.0
195.62,333.44,26.34,79.45,5.45,53.23,377.0
191.41,272.18,32.99,71.55,0.9,147.03,348.0
50.99,76.23,34.4,59.45,7.69,140.58,154.0
26.65,51.93,27.69,63.12,5.89,90.43,87.0
176.24,308.51,30.28,62.44,0.95,147.35,321.0
95.25,178.05,16.68,32.92,8.5,148.77,168.0
110.92,157.72,18.21,40.9,5.52,59.83,157.0
12.63,26.04,29.66,78.07,9.22,72.33,113.0
68.6,158.34,23.63,56.72,9.17,144.27,190.0
13.25,20.34,23.92,48.92,9.21,95.21,53.0
220.4,405.31,21.17,68.1,0.87,39.81,362.0
64.63,159.52,27.15,56.23,1.3,106.51,135.0
141.55,231.18,18.7,30.66,9.88,38.8,223.0
14.55,28.72,27.54,66.81,4.93,57.51,65.0
168.38,221.8,18.48,66.61,2.46,41.86,248.0
84.14,167.26,16.28,38.26,7.72,44.3,156.0
224.99,296.2,21.61,77.83,2.72,10.65,342.0
222.59,544.68,19.62,41.2,7.3,133.3,401.0
84.7,180.43,32.78,52.89,8.39,51.44,209.0
225.74,502.17,16.1,35.74,7.86,22.09,370.0
249.06,526.84,18.53,60.16,2.81,22.18,439.0
207.23,407.54,25.97,48.77,4.08,87.84,366.0
211.99,378.38,24.62,47.66,4.19,149.01,365.0
66.01,152.86,15.92,71.35,4.96,30.3,151.0
146.29,357.52,15.15,30.48,1.76,23.95,238.0
21.48,39.71,34.76,69.9,4.58,71.36,80.0
28.25,68.12,28.18,58.57,5.16,88.87,107.0
249.73,489.05,22.31,79.3,5.36,51.21,474.0
85.03,161.54,24.41,59.47,8.22,52.35,195.0
188.31,337.22,20.33,32.77,5.22,69.43,293.0
202.63,298.29,21.9,32.53,2.38,53.98,256.0
215.22,259.3,27.98,74.16,6.66,138.15,384.0
249.42,377.61,32.66,72.06,7.99,15.87,480.0
64.17,119.52,18.68,47.29,3.26,42.84,121.0
14.89,25.22,31.81,60.9,6.49,123.2,99.0
105.74,188.54,17.43,54.48,1.55,126.75,191.0
36.87,91.25,19.3,78.36,3.49,25.62,92.0
10.49,17.37,15.74,77.5,9.1,146.33,115.0
93.3,166.81,17.82,79.19,9.12,107.07,223.0
197.02,270.62,33.35,73.32,5.8,48.16,338.0
143.71,181.42,24.19,75.48,7.05,73.85,263.0
81.63,180.24,16.55,40.86,8.55,51.6,162.0
165.31,321.02,34.19,71.55,9.59,31.0,389.0
61.84,135.37,32.58,65.44,4.95,50.76,156.0
8.52,11.89,30.09,78.14,5.66,91.21,81.0
192.27,373.65,33.67,58.56,4.21,125.64,402.0
157.82,241.42,19.4,34.26,0.81,60.89,198.0
191.76,286.97,31.73,59.87,4.29,58.71,336.0
14.54,17.67,28.8,64.33,7.93,75.52,74.0
210.09,287.71,32.4,41.02,8.07,100.24,354.0
156.78,251.18,30.94,49.71,8.93,115.23,303.0
143.03,193.37,21.93,59.93,0.61,55.75,210.0
158.03,392.17,30.49,48.71,5.32,92.09,341.0
216.79,347.12,20.25,48.75,1.16,64.51,312.0
148.8,203.77,21.57,36.65,2.09,110.3,231.0
147.33,214.93,17.16,77.04,9.01,33.05,264.0
247.72,486.52,33.7,67.52,5.02,45.97,486.0
190.4,244.33,20.82,30.06,7.61,69.65,271.0
113.36,263.13,25.41,68.28,0.74,134.52,258.0
178.31,436.86,22.83,66.99,4.23,90.27,359.0
100.36,152.63,34.2,30.49,6.77,145.16,194.0
61.07,109.03,21.7,48.48,1.42,24.46,105.0
151.23,185.83,30.57,60.34,3.33,74.42,257.0
232.4,472.46,32.11,52.64,0.74,68.67,426.0
232.64,404.35,23.71,68.9,6.55,94.03,432.0
88.77,137.68,22.56,51.27,9.71,123.68,186.0
134.28,197.24,29.95,37.69,8.29,127.8,226.0
56.85,116.56,33.26,78.82,9.75,103.83,221.0
248.93,433.41,30.1,42.1,8.47,99.82,429.0
245.37,351.76,19.54,65.88,8.57,142.86,419.0
164.13,343.99,32.77,37.16,5.81,63.72,312.0
202.08,390.95,22.75,46.45,5.23,126.59,364.0
180.2,417.39,26.52,52.1,4.12,139.01,370.0
150.32,203.35,31.63,39.61,8.2,78.82,263.0
18.07,40.14,18.77,52.5,1.9,112.07,33.0
116.42,241.63,30.69,37.86,0.66,62.78,196.0
170.32,229.85,26.92,57.95,9.48,32.24,306.0
171.0,359.65,32.87,63.19,0.14,92.11,351.0
96.42,171.04,18.44,33.12,9.77,37.51,163.0
235.71,572.43,23.41,73.56,7.32,74.06,500.0
46.0,63.67,31.66,39.26,3.35,132.2,108.0
127.59,259.73,15.38,41.27,7.01,22.04,183.0
174.27,295.66,17.24,63.07,8.2,14.26,285.0
175.8,429.63,34.81,53.44,2.53,94.91,402.0
163.92,267.01,20.61,54.97,7.73,56.35,297.0
72.45,177.55,34.51,36.41,8.06,68.51,192.0
43.27,102.63,18.65,70.29,2.57,66.8,108.0
160.81,249.49,22.22,60.85,0.52,22.13,222.0
151.83,340.8,30.06,36.77,2.12,10.5,258.0
48.94,122.08,28.16,48.7,2.09,135.78,126.0
177.76,271.7,26.62,70.52,0.75,40.49,287.0
116.52,205.98,25.6,58.42,7.29,69.65,233.0
168.6,316.34,31.87,35.43,3.86,146.07,320.0
210.15,332.76,19.7,48.64,8.86,125.75,343.0
46.58,56.82,23.85,42.13,2.6,25.11,71.0
9.69,14.4,18.11,55.87,4.59,81.19,58.0
195.88,306.85,26.92,72.17,6.43,112.21,364.0
154.38,274.28,20.01,51.81,8.79,107.77,278.0
176.41,250.93,21.68,51.67,5.29,116.52,277.0
210.35,491.21,24.43,75.27,3.8,74.04,447.0
201.69,426.85,15.54,58.81,8.68,34.63,358.0
240.43,315.14,16.84,58.31,3.17,75.08,331.0
136.3,278.76,28.72,43.1,0.89,100.7,239.0
124.68,255.57,23.58,60.39,4.51,95.2,242.0
103.46,252.77,32.3,58.8,7.87,19.87,261.0
42.65,51.35,28.89,49.84,0.4,19.09,59.0
145.29,221.17,15.16,79.53,5.9,145.14,279.0
72.87,175.33,27.33,74.09,5.99,31.25,178.0
230.72,556.45,16.87,67.48,9.29,51.22,457.0
147.88,315.99,30.62,56.87,2.94,117.47,307.0
150.25,329.86,34.83,53.1,2.86,67.35,311.0
91.96,121.28,25.62,39.24,4.46,35.41,152.0
17.74,33.13,28.66,45.29,3.63,75.41,57.0
12.78,19.18,19.75,68.7,7.39,89.65,83.0
108.72,156.07,23.75,52.69,6.45,73.39,200.0
25.72,57.95,32.12,74.11,7.61,138.65,130.0
153.68,211.39,18.35,37.4,8.22,49.86,217.0
220.84,399.55,20.31,55.42,9.24,102.59,402.0
221.31,535.61,23.91,62.35,4.37,25.72,430.0
166.47,239.97,29.24,55.84,9.85,64.92,312.0
56.75,140.26,22.52,74.46,2.24,113.74,148.0
216.43,539.48,33.55,79.48,7.17,41.47,500.0
222.09,426.93,16.89,35.79,5.39,92.57,332.0
53.18,75.58,22.42,36.5,8.19,31.48,101.0
185.67,299.1,29.18,36.52,4.82,24.38,273.0
75.2,131.73,19.52,64.06,7.86,83.25,185.0
201.65,323.06,28.13,48.63,9.31,104.5,362.0
249.32,390.15,18.28,66.67,7.35,25.87,400.0
12.36,30.44,16.12,50.27,7.78,138.49,80.0
224.85,314.66,17.42,61.38,0.77,41.61,321.0
157.54,339.24,33.6,68.49,2.13,26.8,349.0
243.48,292.3,26.04,57.41,9.75,38.38,387.0
118.93,234.89,30.93,56.98,6.96,33.74,251.0
212.61,508.29,21.65,34.41,5.66,22.69,351.0
20.29,31.94,26.85,50.54,3.73,121.7,59.0
87.14,125.59,24.9,57.29,0.54,79.38,126.0
21.42,43.85,33.91,53.1,3.75,64.39,65.0
243.96,518.75,29.95,75.04,5.04,143.09,500.0
205.16,429.69,29.61,75.33,2.19,61.94,434.0
213.87,345.43,15.93,71.1,1.81,33.38,331.0
234.8,358.74,25.99,48.76,5.13,48.37,366.0
25.85,63.14,24.34,65.86,5.9,43.46,101.0
99.47,238.76,33.56,49.76,2.48,79.82,210.0
22.4,40.2,20.15,41.63,5.92,50.81,59.0
56.64,130.28,20.4,47.15,9.01,82.25,130.0
61.19,109.42,23.23,33.55,4.78,103.7,132.0
119.93,210.08,19.87,46.59,8.59,118.82,222.0
70.8,99.39,17.58,53.04,9.28,109.42,155.0
29.74,52.17,32.15,77.77,1.01,38.78,80.0
46.04,87.4,26.17,45.67,1.05,26.23,95.0
41.08,50.5,32.23,75.12,4.81,85.94,114.0
243.4,432.61,31.62,41.44,5.92,37.85,417.0
191.03,423.27,20.64,39.55,4.32,21.89,306.0
242.1,504.55,25.95,55.95,3.33,83.79,463.0
112.74,228.37,16.66,63.63,6.45,55.75,219.0
73.2,174.39,33.31,32.22,0.12,115.86,151.0
200.58,245.4,23.09,41.05,9.68,53.99,294.0
84.93,163.42,22.87,52.78,2.4,147.02,185.0
78.35,174.21,21.06,46.55,9.18,116.19,192.0
61.96,117.96,24.21,65.63,1.18,18.08,121.0
36.77,59.61,20.04,55.56,2.46,81.24,83.0
67.83,93.42,22.5,38.02,2.43,88.77,109.0
92.05,216.68,31.0,74.72,9.96,107.34,285.0
170.13,308.27,31.69,44.65,0.15,79.69,290.0
20.33,47.6,21.08,66.56,6.43,77.68,77.0
56.57,110.98,24.38,69.0,8.71,61.51,148.0
203.21,421.96,32.48,78.16,6.76,48.0,461.0
